5	1	2331000	0.05
5	2	830000	0.1
5	3	810000	0.15000000000000002
5	4	642000	0.2
5	5	598000	0.25
5	6	807000	0.3
5	7	644000	0.35
5	7	665000	0.39999999999999997
5	9	666000	0.44999999999999996
5	9	686000	0.49999999999999994
5	10	665000	0.5499999999999999
5	12	667000	0.6
5	13	685000	0.65
5	14	721000	0.7000000000000001
5	15	653000	0.7500000000000001
5	16	634000	0.8000000000000002
5	17	632000	0.8500000000000002
5	18	692000	0.9000000000000002
5	19	653000	0.9500000000000003
5	20	651000	1.0000000000000002
7	2	1573000	0.05
7	4	1554000	0.1
7	6	1513000	0.15000000000000002
7	8	1459000	0.2
7	10	1533000	0.25
7	12	1531000	0.3
7	14	1498000	0.35
7	16	1812000	0.39999999999999997
7	18	1548000	0.44999999999999996
7	20	1334000	0.49999999999999994
7	23	1373000	0.5499999999999999
7	25	1322000	0.6
7	27	1313000	0.65
7	29	1369000	0.7000000000000001
7	31	1424000	0.7500000000000001
7	33	1542000	0.8000000000000002
7	35	1550000	0.8500000000000002
7	37	1502000	0.9000000000000002
7	39	1504000	0.9500000000000003
7	42	1956000	1.0000000000000002
9	3	3966000	0.05
9	7	2463000	0.1
9	10	2396000	0.15000000000000002
9	14	2447000	0.2
9	18	2629000	0.25
9	21	2693000	0.3
9	25	2532000	0.35
9	28	1893000	0.39999999999999997
9	32	1763000	0.44999999999999996
9	35	1978000	0.49999999999999994
9	39	1671000	0.5499999999999999
9	43	1548000	0.6
9	46	1580000	0.65
9	50	1576000	0.7000000000000001
9	54	1606000	0.7500000000000001
9	57	1782000	0.8000000000000002
9	61	1816000	0.8500000000000002
9	64	2203000	0.9000000000000002
9	68	1569000	0.9500000000000003
9	72	1527000	1.0000000000000002
11	5	2594000	0.05
11	11	2634000	0.1
11	16	1958000	0.15000000000000002
11	22	2973000	0.2
11	27	3099000	0.25
11	33	2203000	0.3
11	38	1969000	0.35
11	43	2168000	0.39999999999999997
11	49	2043000	0.44999999999999996
11	54	1886000	0.49999999999999994
11	60	2024000	0.5499999999999999
11	66	2126000	0.6
11	71	1889000	0.65
11	77	1808000	0.7000000000000001
11	82	1789000	0.7500000000000001
11	88	2016000	0.8000000000000002
11	93	1928000	0.8500000000000002
11	99	2776000	0.9000000000000002
11	104	2611000	0.9500000000000003
11	110	1569000	1.0000000000000002
13	7	2830000	0.05
13	15	2283000	0.1
13	23	2255000	0.15000000000000002
13	31	2193000	0.2
13	39	2172000	0.25
13	46	2148000	0.3
13	54	1912000	0.35
13	62	1746000	0.39999999999999997
13	70	1824000	0.44999999999999996
13	77	1779000	0.49999999999999994
13	85	2179000	0.5499999999999999
13	93	1713000	0.6
13	101	2848000	0.65
13	109	1850000	0.7000000000000001
13	117	1637000	0.7500000000000001
13	124	1694000	0.8000000000000002
13	132	1600000	0.8500000000000002
13	140	1541000	0.9000000000000002
13	148	1547000	0.9500000000000003
13	156	2426000	1.0000000000000002
15	10	2668000	0.05
15	21	2382000	0.1
15	31	2006000	0.15000000000000002
15	42	2013000	0.2
15	52	2574000	0.25
15	63	3404000	0.3
15	73	2719000	0.35
15	83	4745000	0.39999999999999997
15	94	3555000	0.44999999999999996
15	104	1668000	0.49999999999999994
15	115	1734000	0.5499999999999999
15	126	2079000	0.6
15	136	2098000	0.65
15	147	2331000	0.7000000000000001
15	157	1623000	0.7500000000000001
15	168	1617000	0.8000000000000002
15	178	1625000	0.8500000000000002
15	189	1335000	0.9000000000000002
15	199	1367000	0.9500000000000003
15	210	1274000	1.0000000000000002
17	13	4862000	0.05
17	27	2376000	0.1
17	40	1203000	0.15000000000000002
17	54	1300000	0.2
17	68	1511000	0.25
17	81	1782000	0.3
17	95	1893000	0.35
17	108	1458000	0.39999999999999997
17	122	1483000	0.44999999999999996
17	135	1472000	0.49999999999999994
17	149	1501000	0.5499999999999999
17	163	1500000	0.6
17	176	1568000	0.65
17	190	1504000	0.7000000000000001
17	204	1525000	0.7500000000000001
17	217	1514000	0.8000000000000002
17	231	1539000	0.8500000000000002
17	244	1588000	0.9000000000000002
17	258	1686000	0.9500000000000003
17	272	1546000	1.0000000000000002
19	17	1869000	0.05
19	34	1915000	0.1
19	51	1421000	0.15000000000000002
19	68	1716000	0.2
19	85	1800000	0.25
19	102	2356000	0.3
19	119	4978000	0.35
19	136	1700000	0.39999999999999997
19	153	1620000	0.44999999999999996
19	170	1817000	0.49999999999999994
19	188	2095000	0.5499999999999999
19	205	1585000	0.6
19	222	3431000	0.65
19	239	3171000	0.7000000000000001
19	256	3197000	0.7500000000000001
19	273	3109000	0.8000000000000002
19	290	3207000	0.8500000000000002
19	307	3610000	0.9000000000000002
19	324	2795000	0.9500000000000003
19	342	2267000	1.0000000000000002
